,Edition,Year,Points type,From,To,Points
5707,vienna-2026,2026,Points given by the jury,sweden,finland,12
5708,vienna-2026,2026,Points given by televoters,belgium,finland,6
5709,vienna-2026,2026,Points given by televoters,croatia,finland,3
5710,vienna-2026,2026,Points given by televoters,estonia,finland,12
5711,vienna-2026,2026,Points given by televoters,georgia,finland,4
5712,vienna-2026,2026,Points given by televoters,germany,finland,4
5713,vienna-2026,2026,Points given by televoters,greece,finland,3
5714,vienna-2026,2026,Points given by televoters,israel,finland,5
5715,vienna-2026,2026,Points given by televoters,italy,finland,4
5716,vienna-2026,2026,Points given by televoters,lithuania,finland,6
5717,vienna-2026,2026,Points given by televoters,moldova,finland,5
5718,vienna-2026,2026,Points given by televoters,montenegro,finland,4
5719,vienna-2026,2026,Points given by televoters,poland,finland,7
5720,vienna-2026,2026,Points given by televoters,portugal,finland,7
5721,vienna-2026,2026,Points given by televoters,san marino,finland,8
5722,vienna-2026,2026,Points given by televoters,serbia,finland,5
5723,vienna-2026,2026,Points given by televoters,sweden,finland,12
5724,vienna-2026,2026,Points given by the jury,belgium,moldova,1
5725,vienna-2026,2026,Points given by the jury,croatia,moldova,6
5726,vienna-2026,2026,Points given by the jury,finland,moldova,3
5727,vienna-2026,2026,Points given by the jury,georgia,moldova,7
5728,vienna-2026,2026,Points given by the jury,germany,moldova,1
5729,vienna-2026,2026,Points given by the jury,greece,moldova,5
5730,vienna-2026,2026,Points given by the jury,israel,moldova,5
5731,vienna-2026,2026,Points given by the jury,italy,moldova,5
5732,vienna-2026,2026,Points given by the jury,lithuania,moldova,6
5733,vienna-2026,2026,Points given by the jury,montenegro,moldova,4
5734,vienna-2026,2026,Points given by the jury,poland,moldova,1
5735,vienna-2026,2026,Points given by the jury,san marino,moldova,5
5736,vienna-2026,2026,Points given by the jury,serbia,moldova,7
5737,vienna-2026,2026,Points given by the jury,sweden,moldova,6
5738,vienna-2026,2026,Points given by televoters,belgium,moldova,12
5739,vienna-2026,2026,Points given by televoters,croatia,moldova,8
5740,vienna-2026,2026,Points given by televoters,estonia,moldova,7
5741,vienna-2026,2026,Points given by televoters,finland,moldova,4
5742,vienna-2026,2026,Points given by televoters,georgia,moldova,10
5743,vienna-2026,2026,Points given by televoters,germany,moldova,7
5744,vienna-2026,2026,Points given by televoters,greece,moldova,8
5745,vienna-2026,2026,Points given by televoters,israel,moldova,12
5746,vienna-2026,2026,Points given by televoters,italy,moldova,12
5747,vienna-2026,2026,Points given by televoters,lithuania,moldova,7
5748,vienna-2026,2026,Points given by televoters,montenegro,moldova,7
5749,vienna-2026,2026,Points given by televoters,poland,moldova,12
5750,vienna-2026,2026,Points given by televoters,portugal,moldova,10
5751,vienna-2026,2026,Points given by televoters,san marino,moldova,10
5752,vienna-2026,2026,Points given by televoters,serbia,moldova,7
5753,vienna-2026,2026,Points given by televoters,sweden,moldova,1
5754,vienna-2026,2026,Points given by the jury,croatia,serbia,7
5755,vienna-2026,2026,Points given by the jury,georgia,serbia,6
5756,vienna-2026,2026,Points given by the jury,greece,serbia,10
5757,vienna-2026,2026,Points given by the jury,moldova,serbia,5
5758,vienna-2026,2026,Points given by the jury,montenegro,serbia,12
5759,vienna-2026,2026,Points given by the jury,poland,serbia,7
5760,vienna-2026,2026,Points given by the jury,portugal,serbia,6
5761,vienna-2026,2026,Points given by the jury,san marino,serbia,3
5762,vienna-2026,2026,Points given by televoters,belgium,serbia,3
5763,vienna-2026,2026,Points given by televoters,croatia,serbia,12
5764,vienna-2026,2026,Points given by televoters,estonia,serbia,5
5765,vienna-2026,2026,Points given by televoters,finland,serbia,8
5766,vienna-2026,2026,Points given by televoters,georgia,serbia,8
5767,vienna-2026,2026,Points given by televoters,germany,serbia,5
5768,vienna-2026,2026,Points given by televoters,greece,serbia,12
5769,vienna-2026,2026,Points given by televoters,israel,serbia,1
5770,vienna-2026,2026,Points given by televoters,italy,serbia,7
5771,vienna-2026,2026,Points given by televoters,lithuania,serbia,12
5772,vienna-2026,2026,Points given by televoters,moldova,serbia,8
5773,vienna-2026,2026,Points given by televoters,montenegro,serbia,12
5774,vienna-2026,2026,Points given by televoters,poland,serbia,10
5775,vienna-2026,2026,Points given by televoters,portugal,serbia,8
5776,vienna-2026,2026,Points given by televoters,san marino,serbia,7
5777,vienna-2026,2026,Points given by televoters,sweden,serbia,6
5778,vienna-2026,2026,Points given by the jury,belgium,croatia,7
5779,vienna-2026,2026,Points given by the jury,estonia,croatia,6
5780,vienna-2026,2026,Points given by the jury,finland,croatia,10
5781,vienna-2026,2026,Points given by the jury,georgia,croatia,3
5782,vienna-2026,2026,Points given by the jury,germany,croatia,8
5783,vienna-2026,2026,Points given by the jury,greece,croatia,6
5784,vienna-2026,2026,Points given by the jury,italy,croatia,1
5785,vienna-2026,2026,Points given by the jury,lithuania,croatia,1
5786,vienna-2026,2026,Points given by the jury,moldova,croatia,7
5787,vienna-2026,2026,Points given by the jury,montenegro,croatia,10
5788,vienna-2026,2026,Points given by the jury,poland,croatia,2
5789,vienna-2026,2026,Points given by the jury,portugal,croatia,8
5790,vienna-2026,2026,Points given by the jury,san marino,croatia,6
5791,vienna-2026,2026,Points given by the jury,serbia,croatia,2
5792,vienna-2026,2026,Points given by the jury,sweden,croatia,8
5793,vienna-2026,2026,Points given by televoters,belgium,croatia,5
5794,vienna-2026,2026,Points given by televoters,estonia,croatia,3
5795,vienna-2026,2026,Points given by televoters,finland,croatia,6
5796,vienna-2026,2026,Points given by televoters,georgia,croatia,1
5797,vienna-2026,2026,Points given by televoters,germany,croatia,6
5798,vienna-2026,2026,Points given by televoters,greece,croatia,5
5799,vienna-2026,2026,Points given by televoters,israel,croatia,7
5800,vienna-2026,2026,Points given by televoters,italy,croatia,5
5801,vienna-2026,2026,Points given by televoters,lithuania,croatia,3
5802,vienna-2026,2026,Points given by televoters,moldova,croatia,7
5803,vienna-2026,2026,Points given by televoters,montenegro,croatia,10
5804,vienna-2026,2026,Points given by televoters,poland,croatia,4
5805,vienna-2026,2026,Points given by televoters,portugal,croatia,5
5806,vienna-2026,2026,Points given by televoters,san marino,croatia,3
5807,vienna-2026,2026,Points given by televoters,serbia,croatia,12
5808,vienna-2026,2026,Points given by televoters,sweden,croatia,4
5809,vienna-2026,2026,Points given by the jury,belgium,greece,2
5810,vienna-2026,2026,Points given by the jury,croatia,greece,4
5811,vienna-2026,2026,Points given by the jury,estonia,greece,7
5812,vienna-2026,2026,Points given by the jury,finland,greece,4
5813,vienna-2026,2026,Points given by the jury,georgia,greece,10
5814,vienna-2026,2026,Points given by the jury,germany,greece,5
5815,vienna-2026,2026,Points given by the jury,israel,greece,7
5816,vienna-2026,2026,Points given by the jury,lithuania,greece,2
5817,vienna-2026,2026,Points given by the jury,moldova,greece,8
5818,vienna-2026,2026,Points given by the jury,montenegro,greece,7
5819,vienna-2026,2026,Points given by the jury,poland,greece,4
5820,vienna-2026,2026,Points given by the jury,portugal,greece,1
5821,vienna-2026,2026,Points given by the jury,san marino,greece,12
5822,vienna-2026,2026,Points given by the jury,serbia,greece,10
5823,vienna-2026,2026,Points given by the jury,sweden,greece,5
5824,vienna-2026,2026,Points given by televoters,belgium,greece,7
5825,vienna-2026,2026,Points given by televoters,croatia,greece,4
5826,vienna-2026,2026,Points given by televoters,estonia,greece,1
5827,vienna-2026,2026,Points given by televoters,georgia,greece,7
5828,vienna-2026,2026,Points given by televoters,germany,greece,8
5829,vienna-2026,2026,Points given by televoters,israel,greece,10
5830,vienna-2026,2026,Points given by televoters,italy,greece,3
5831,vienna-2026,2026,Points given by televoters,lithuania,greece,2
5832,vienna-2026,2026,Points given by televoters,moldova,greece,6
5833,vienna-2026,2026,Points given by televoters,montenegro,greece,3
5834,vienna-2026,2026,Points given by televoters,poland,greece,2
5835,vienna-2026,2026,Points given by televoters,portugal,greece,3
5836,vienna-2026,2026,Points given by televoters,san marino,greece,1
5837,vienna-2026,2026,Points given by televoters,serbia,greece,8
5838,vienna-2026,2026,Points given by televoters,sweden,greece,3
5839,vienna-2026,2026,Points given by the jury,belgium,lithuania,4
5840,vienna-2026,2026,Points given by the jury,croatia,lithuania,3
5841,vienna-2026,2026,Points given by the jury,estonia,lithuania,3
5842,vienna-2026,2026,Points given by the jury,finland,lithuania,8
5843,vienna-2026,2026,Points given by the jury,georgia,lithuania,1
5844,vienna-2026,2026,Points given by the jury,germany,lithuania,3
5845,vienna-2026,2026,Points given by the jury,greece,lithuania,2
5846,vienna-2026,2026,Points given by the jury,italy,lithuania,7
5847,vienna-2026,2026,Points given by the jury,moldova,lithuania,2
5848,vienna-2026,2026,Points given by the jury,poland,lithuania,6
5849,vienna-2026,2026,Points given by the jury,portugal,lithuania,7
5850,vienna-2026,2026,Points given by televoters,belgium,lithuania,2
5851,vienna-2026,2026,Points given by televoters,estonia,lithuania,6
5852,vienna-2026,2026,Points given by televoters,finland,lithuania,5
5853,vienna-2026,2026,Points given by televoters,georgia,lithuania,6
5854,vienna-2026,2026,Points given by televoters,germany,lithuania,3
5855,vienna-2026,2026,Points given by televoters,greece,lithuania,1
5856,vienna-2026,2026,Points given by televoters,italy,lithuania,1
5857,vienna-2026,2026,Points given by televoters,moldova,lithuania,3
5858,vienna-2026,2026,Points given by televoters,montenegro,lithuania,5
5859,vienna-2026,2026,Points given by televoters,poland,lithuania,5
5860,vienna-2026,2026,Points given by televoters,portugal,lithuania,2
5861,vienna-2026,2026,Points given by televoters,san marino,lithuania,2
5862,vienna-2026,2026,Points given by televoters,serbia,lithuania,3
5863,vienna-2026,2026,Points given by televoters,sweden,lithuania,5
5864,vienna-2026,2026,Points given by the jury,belgium,sweden,10
5865,vienna-2026,2026,Points given by the jury,croatia,sweden,5
5866,vienna-2026,2026,Points given by the jury,estonia,sweden,5
5867,vienna-2026,2026,Points given by the jury,finland,sweden,5
5868,vienna-2026,2026,Points given by the jury,georgia,sweden,8
5869,vienna-2026,2026,Points given by the jury,germany,sweden,6
5870,vienna-2026,2026,Points given by the jury,greece,sweden,1
5871,vienna-2026,2026,Points given by the jury,israel,sweden,3
5872,vienna-2026,2026,Points given by the jury,italy,sweden,10
5873,vienna-2026,2026,Points given by the jury,lithuania,sweden,8
5874,vienna-2026,2026,Points given by the jury,moldova,sweden,1
5875,vienna-2026,2026,Points given by the jury,montenegro,sweden,5
5876,vienna-2026,2026,Points given by the jury,poland,sweden,3
5877,vienna-2026,2026,Points given by the jury,portugal,sweden,5
5878,vienna-2026,2026,Points given by the jury,san marino,sweden,4
5879,vienna-2026,2026,Points given by televoters,croatia,sweden,1
5880,vienna-2026,2026,Points given by televoters,estonia,sweden,2
5881,vienna-2026,2026,Points given by televoters,finland,sweden,7
5882,vienna-2026,2026,Points given by televoters,lithuania,sweden,1
5883,vienna-2026,2026,Points given by televoters,moldova,sweden,4
5884,vienna-2026,2026,Points given by televoters,poland,sweden,1
5885,vienna-2026,2026,Points given by televoters,serbia,sweden,1
5886,vienna-2026,2026,Points given by the jury,croatia,belgium,2
5887,vienna-2026,2026,Points given by the jury,estonia,belgium,8
5888,vienna-2026,2026,Points given by the jury,finland,belgium,12
5889,vienna-2026,2026,Points given by the jury,germany,belgium,2
5890,vienna-2026,2026,Points given by the jury,israel,belgium,8
5891,vienna-2026,2026,Points given by the jury,italy,belgium,12
5892,vienna-2026,2026,Points given by the jury,lithuania,belgium,3
5893,vienna-2026,2026,Points given by the jury,moldova,belgium,6
5894,vienna-2026,2026,Points given by the jury,montenegro,belgium,1
5895,vienna-2026,2026,Points given by the jury,poland,belgium,12
5896,vienna-2026,2026,Points given by the jury,portugal,belgium,4
5897,vienna-2026,2026,Points given by the jury,serbia,belgium,4
5898,vienna-2026,2026,Points given by the jury,sweden,belgium,7
5899,vienna-2026,2026,Points given by televoters,finland,belgium,1
5900,vienna-2026,2026,Points given by televoters,georgia,belgium,2
5901,vienna-2026,2026,Points given by televoters,israel,belgium,4
5902,vienna-2026,2026,Points given by televoters,moldova,belgium,1
5903,vienna-2026,2026,Points given by televoters,montenegro,belgium,1
5904,vienna-2026,2026,Points given by the jury,belgium,estonia,3
5905,vienna-2026,2026,Points given by the jury,greece,estonia,3
5906,vienna-2026,2026,Points given by the jury,israel,estonia,6
5907,vienna-2026,2026,Points given by the jury,italy,estonia,6
5908,vienna-2026,2026,Points given by the jury,lithuania,estonia,4
5909,vienna-2026,2026,Points given by the jury,moldova,estonia,3
5910,vienna-2026,2026,Points given by the jury,serbia,estonia,6
5911,vienna-2026,2026,Points given by the jury,sweden,estonia,2
5912,vienna-2026,2026,Points given by televoters,belgium,estonia,1
5913,vienna-2026,2026,Points given by televoters,croatia,estonia,2
5914,vienna-2026,2026,Points given by televoters,finland,estonia,12
5915,vienna-2026,2026,Points given by televoters,germany,estonia,1
5916,vienna-2026,2026,Points given by televoters,israel,estonia,3
5917,vienna-2026,2026,Points given by televoters,lithuania,estonia,8
5918,vienna-2026,2026,Points given by televoters,moldova,estonia,2
5919,vienna-2026,2026,Points given by televoters,poland,estonia,3
5920,vienna-2026,2026,Points given by televoters,portugal,estonia,1
5921,vienna-2026,2026,Points given by televoters,san marino,estonia,4
5922,vienna-2026,2026,Points given by televoters,serbia,estonia,2
5923,vienna-2026,2026,Points given by televoters,sweden,estonia,7
5924,vienna-2026,2026,Points given by the jury,belgium,portugal,5
5925,vienna-2026,2026,Points given by the jury,estonia,portugal,2
5926,vienna-2026,2026,Points given by the jury,finland,portugal,1
